,Angola,Australia,British_Virgin_Islands,Cameroon,Central_African_Republic,Comoros,Democratic_Republic_of_the_Congo,Dominican_Republic,El_Salvador,French_Polynesia,Gabon,Haiti,Honduras,Mauritius,Mayotte,Mexico,Micronesia,New_Caledonia,Nicaragua,Nigeria,Panama,Papua_New_Guinea,Puerto_Rico,Reunion,Saint_Lucia,Senegal,Seychelles,South_Africa,Tanzania,Tonga,Trinidad_and_Tobago,USA
Angola,,0.769383406814,0.574900329063,1.15383138286,5.31538535748,1.0071174263,2.53097441803,0.902309694483,0.850162803573,0.838597748326,0.803952920149,0.64897968223,0.729147170285,1.74827195049,0.977935153541,0.989601674698,0.66040736919,0.706200761663,0.706200761663,0.671843311658,0.780898224775,0.966277138778,0.671843311658,1.90804959219,0.746378784977,1.46935684622,1.20697821049,0.850162803573,2.46059839997,0.827041088764,0.960451318388,1.12438108911
Australia,1.53562083839,,1.15972792251,1.27811454961,1.92658585706,0.746378784977,1.55373980265,1.14793700509,1.00127671156,1.0305016212,1.57187895892,1.76050743386,1.24250714324,0.960451318388,4.14368657792,1.07150628592,1.13026683122,1.30784752113,1.16562662523,0.95462762111,0.694739998926,3.50068780181,2.23232826229,1.20697821049,1.26623667882,2.52456436762,1.51149357094,1.57792983729,2.56948625612,0.815492815747,1.08911186998,1.72382838172
British_Virgin_Islands,1.71772318998,0.995438128085,,0.861736263656,1.16562662523,0.995438128085,1.30784752113,3.46678382477,1.8095409332,2.47337205818,1.16562662523,1.77887781148,2.49894865519,1.20697821049,1.55978394285,1.15383138286,3.60963017254,1.17152749222,1.16562662523,1.03635300976,1.98852450483,1.10673679375,1.95752607991,1.46935684622,1.63248907852,1.51149357094,1.15383138286,1.2484362544,1.14204478802,1.01880525423,2.65323281375,0.937169256352
Cameroon,1.00127671156,0.937169256352,0.850162803573,,1.37943063822,0.977935153541,2.213446258,0.769383406814,0.631853611323,0.433410368099,115.873520421,0.700469344434,1.10673679375,1.04220653659,0.620446524065,0.815492815747,0.902309694483,0.711934251738,1.05977995846,0.512488128424,1.08324119468,0.694739998926,0.603351310938,1.08324119468,0.850162803573,1.06564205012,0.995438128085,1.08911186998,2.42870686578,0.609047661095,1.11849750295,0.552176399818
Central_African_Republic,55.2177926476,0.444682883692,0.769383406814,1.07737266705,,1.547697906,6.07547480027,0.902309694483,0.450322173908,0.597657013521,0.643268931772,0.694739998926,0.343520367077,1.55373980265,0.65469249433,1.15972792251,0.467252187295,0.472899576302,0.444682883692,0.591964767733,0.540826696308,0.80972182134,0.603351310938,7.56762604716,0.377168804793,0.786658764484,1.72382838172,0.66040736919,2.76988179844,0.405264406663,0.467252187295,1.11849750295
Comoros,1.21289426073,0.80972182134,0.960451318388,1.0305016212,1.37345326514,,2.08187063896,0.983767350238,0.694739998926,1.36150513722,0.948806045785,1.01880525423,0.792421392858,2.56948625612,1.33763532018,1.24250714324,0.995438128085,2.27646987383,0.827041088764,1.11849750295,1.60215584893,0.983767350238,1.34956582549,2.18830360429,0.821265904508,1.71162027588,15.3320990114,1.14204478802,2.36510582669,0.66040736919,1.18333572376,5.95048373776
Democratic_Republic_of_the_Congo,1.98852450483,0.838597748326,0.56353427446,47.2539005562,4.27801166941,0.723407454923,,0.890706745206,0.763629126293,0.919729957882,5.15814348641,0.66040736919,1.2959477617,2.43508030832,0.757876929901,1.2365802119,0.552176399818,0.405264406663,0.478548992733,0.884908435008,1.07150628592,1.05392000976,0.609047661095,2.40960110879,0.838597748326,1.47536968995,1.96372110347,0.884908435008,3.32511178635,0.643268931772,0.711934251738,1.06564205012
Dominican_Republic,1.65071612473,1.07150628592,3.51426807618,0.896507164647,1.58398296422,2.14439543565,1.51752203244,,1.46334622864,1.71772318998,0.966277138778,1.65071612473,1.67505055024,1.03635300976,0.925540940824,2.89389179846,2.8219857615,1.95133338442,2.39687606579,1.43332648983,1.84641248993,1.35553437994,3.18459963594,1.34956582549,3.50068780181,2.13187157594,1.38541021901,1.07737266705,1.44532772047,1.84026147649,2.60164709682,2.36510582669
El_Salvador,1.03635300976,0.844379225917,4.0033924231,1.49342159046,1.2188124848,2.00715156514,1.2365802119,1.36747809855,,1.93276925333,1.14204478802,1.62034901587,2.37145503794,1.18333572376,1.09498469414,1.37345326514,2.38416071253,3.08493608234,2.96610423341,0.792421392858,2.44145618162,1.18333572376,4.05937545649,1.11261607156,3.84343255669,2.1131035222,1.31380068989,1.46935684622,1.14204478802,2.14439543565,2.5630614742,1.77275206356
French_Polynesia,2.1131035222,0.919729957882,2.74388997156,1.06564205012,1.63856249903,1.02465236975,1.33763532018,6.55181921871,2.64677593883,,1.28405676498,4.29221090904,2.05692672195,1.31380068989,1.03635300976,3.60280112175,3.91975229972,4.08743417971,2.91355563006,0.873318137741,1.2959477617,0.890706745206,4.97271711386,1.59003834097,2.90699848487,2.72442234316,1.14793700509,2.06315917406,1.37345326514,3.76055422541,3.27144735637,3.30496794185
