,Angola,Australia,British_Virgin_Islands,Cameroon,Central_African_Republic,Comoros,Democratic_Republic_of_the_Congo,Dominican_Republic,El_Salvador,French_Polynesia,Gabon,Haiti,Honduras,Mauritius,Mayotte,Mexico,Micronesia,New_Caledonia,Nicaragua,Nigeria,Panama,Papua_New_Guinea,Puerto_Rico,Reunion,Saint_Lucia,Senegal,Seychelles,Tanzania,Tonga,Trinidad_and_Tobago,USA
Gabon,0.0124589846426,0.0195680982506,0.0358108496859,0.313456787834,0.0926401935734,0.145374926084,0.0829487158034,0.0313819150646,0.00506681093838,0.00392575534936,,0.0132600887491,0.0361109725728,0.0534659944606,0.01822677388,0.017116383737,0.117771232222,0.0110088642585,0.0192630461417,0.0248498327971,0.066322327211,0.0198904216796,0.00671334780173,0.0311870042472,0.0483055970268,0.0136041445998,0.0024989103084,0.00535914750113,0.0300785594968,0.075598207714,0.0254977453834
Haiti,0.0263841405373,0.0248429891119,0.0898421984885,0.023903557801,0.0207819315172,0.110268007132,0.0782159761784,0.0302657305048,0.234063693495,0.0274990991897,0.0603179624112,,0.029594235893,0.0518234516938,0.0213199076893,0.028407855768,0.0750054620794,0.0443545736943,0.306613371012,0.0134368800604,0.202707633122,0.0596915949402,0.135073740073,0.0166064315548,0.377274482082,0.106978970795,0.019470714533,0.0486418214238,0.0695890665118,0.137334477883,0.0650303051571
Honduras,0.111041611737,0.0533886073459,0.47627398337,0.032341722044,0.0467712840178,0.0247132681828,0.15010009912,0.343299954977,0.198981435228,0.00218462904874,0.081942300878,0.0825657680943,,0.0207270083622,0.0145823880886,0.0112112035797,0.159856747697,0.0807792757257,0.0470896848017,0.0011024549017,0.103881414874,0.0540257962757,0.104679030295,0.0549063411593,0.0616430142848,0.0112337063498,0.0176586656216,0.0569976645325,0.253727577109,0.16562219536,0.129508070636
Mauritius,0.040570000012,0.0066995296069,0.00150905104283,0.023842525535,0.0159827633333,0.19359333097,0.016527178615,0.0222158942565,0.0253328378476,0.00381704958787,0.00731138579048,0.0238318112915,0.0250106922267,,0.370510999205,0.00308086153886,0.0153703937326,0.00892158637284,0.0,0.0,0.00877168050587,0.00520077457645,0.0185109612351,0.0777087931955,0.00973360200889,0.0148004209772,0.0722444822449,0.0154150735067,0.000996018362434,0.0249860890083,0.017427897457
Mayotte,0.0218180712479,0.121836605897,0.00595915614688,0.000672798985628,0.00345654991961,0.0438880139523,0.0653691888604,0.0607061656999,0.0257715794744,0.0134401881688,0.0158990613719,0.0120005641733,0.0228118389187,0.54688302797,,0.238500294334,0.0679932713692,0.12266025924,0.0164783947408,0.00182133577121,0.0460209367091,0.0107659873085,0.0176405512023,0.0344854624047,0.00160497025427,0.0206243163723,0.0186938807234,0.228497689515,0.00728896185793,0.0207611366351,0.0276328783845
Mexico,0.00256439739308,0.0285083743274,0.00813017048545,0.00346661109126,0.00161572729513,0.00456295412847,0.000546102893008,0.0257307970725,0.16502576579,0.10118973942,0.000467523228156,0.0356693171064,0.153794059287,0.000208945058524,0.0729413626288,,0.0747271793334,0.0255889418973,0.154053255765,0.0026282266866,0.0645028683921,0.00448496634293,0.133638819052,0.0,0.0661688199193,0.0207492580711,0.0,0.00725568890771,0.00161399563215,0.257861073532,0.0196125583764
Micronesia,0.00235579009099,0.156837408541,0.185613860346,0.0542977437936,0.0389432187901,0.0196721428669,0.00168772826589,0.0300810272494,0.398647103591,0.320295796986,0.000185660601329,0.035038370928,0.0240333019418,0.0157969215734,0.0532530938334,0.101459531841,,0.013765267327,0.172338134345,0.0102696391183,0.0946441360629,0.0,0.123837900907,0.0017867744213,0.00717969349067,0.0157596600272,0.161241706959,0.00335249502708,0.459072766658,0.0178536316782,0.0377889594257
New_Caledonia,0.100777973391,0.000294932015184,0.182779818596,0.0134434802829,0.0865819030744,0.00519393826727,0.0299643651969,0.088571919389,0.0425993761497,0.243230465451,0.0581677917784,0.0310384403517,0.0335870624296,0.0683565048914,0.0252981775102,0.0662726048993,0.235389118022,,0.00416743997199,0.00994693768752,0.0183624412244,0.0103254216718,0.0720899095644,0.017176507919,0.0124907663883,0.0118664572263,0.0226516870897,0.00695873455158,0.00766314069191,0.0054758877626,0.118396390323
Nicaragua,0.115037810351,0.0251734074166,0.0904716733239,0.0145850301416,0.00667419645147,0.0395838752076,0.0888265066505,0.137873090235,0.00875251367868,0.0572681589043,0.00219637359411,0.0215430765991,0.0909223321162,0.0123618514547,0.013687174361,0.113737870094,0.00818677644016,0.0149092095012,,0.00581152954037,0.015439506507,0.00375795332704,0.455941067711,0.0481445999559,0.154925598879,0.0370950503746,0.0125522048964,0.0847016114731,0.00920613375475,0.013014212768,0.79151532366
Nigeria,0.0273007263531,0.0103185901556,0.0162347545815,0.0129494285096,0.0401074400044,0.0228061653534,0.0135388631919,0.0252459800927,0.0067392352324,0.0240441821578,0.161284560015,0.151627375251,0.0558145268703,0.00260763510494,0.00283613544438,0.144941356584,0.098284973,0.0339379699436,0.0540993281176,,0.0120755388139,0.0241402036503,0.0100792920965,0.09630653012,0.0072090836601,0.297961178619,0.0261946501223,0.100357601712,0.0241328733825,0.00979365635685,0.00212850274965
Panama,0.0233454149029,0.0543426400063,0.00278748348938,0.0634367257887,0.0124630637271,0.0514600332777,0.0261310194842,0.135054500563,0.0510489877955,0.0252069870334,0.108770111601,0.043287928026,0.189210327639,0.292612957857,0.0059131602825,0.225180732114,0.0673220478927,0.0120535982539,0.552227756747,0.0302090446577,,0.0367843099963,0.00427158971854,0.0468446272208,0.302170139431,0.0313876158724,0.0433779065815,0.0212577093068,0.362397086068,0.0573971715457,0.0676419843537
Papua_New_Guinea,0.00270274248543,0.0526328520562,0.0259217189277,0.00125752767618,0.00840641117775,0.0476078979783,0.0437246016343,0.0241435875947,0.0217034256126,0.000599039398823,0.00284023703726,0.00389173952205,0.00726900764079,0.00800368608296,0.0132208046627,0.00893509530123,0.00501254590138,0.0735829307863,0.0531590660193,0.00169673820019,0.0090762814249,,0.0905663753618,0.00172565885462,0.00886436474802,0.0217476278704,0.00970205792318,0.0657364726237,0.00398458752287,0.00668774336427,0.000741367171086
Puerto_Rico,0.00685900803369,0.0551120141998,0.0373237460729,0.0161493966083,0.0328802724095,0.0852366877279,0.014077136731,0.028745062807,0.166689856124,0.161906656261,0.00121040031571,0.4421648427,0.194081996926,0.0594011828004,0.0247944273471,0.0813869065919,0.115936539887,0.0830484570978,0.227308664781,0.00856466436648,0.0218997749645,0.273921936588,,0.0343688639644,0.0512166922796,0.00157263851924,0.0115899967996,0.012929340442,0.136972488649,0.279433690049,0.500339967457
Reunion,0.00391105918762,0.0154922765844,0.0176736360444,0.0017467415068,0.0760361526252,0.0481320087159,0.122826699219,0.0118366299344,0.00386431126045,0.0012979430995,0.0123523955733,0.00775709178314,0.00707356736728,0.177832453072,0.00234188033677,0.0155871167828,0.000327545699002,0.0190172878779,0.00376133828479,0.00526691564593,0.0190927648765,0.000359535031946,0.0335118921893,,0.00568510789884,0.000908109748409,0.0381539395828,0.000417291080882,0.000510456865994,0.00660098159602,0.00907249718604
Saint_Lucia,0.00449931662654,0.0098997946901,0.140243666478,0.0228218047513,0.0492807980704,0.0876643384612,0.0269870485512,0.0234693152316,0.144632307516,0.0599716300417,0.0497517763297,0.156543618917,0.0397073852124,0.0472656586553,0.0719653747045,0.232312833915,0.0177239747022,0.104839147957,0.0150730537324,0.0847142796681,0.0516987165485,0.0491728673782,0.210365372668,0.024587925389,,0.110330942902,0.0209551619095,0.0317843406632,0.140610067715,0.0881912037016,0.0410516544995
Senegal,0.0,0.0,0.000184565545406,0.0,0.000266040001574,0.000786211075271,0.0,0.0101659532565,0.0,0.0,0.000140140288076,0.0,0.0,0.0063816694602,0.0,0.0,0.0,0.0,0.0,0.0741029896863,0.0,4.946601736e-05,0.0,6.84047715577e-05,0.0,,0.0,0.0,0.0,0.0,0.0
Seychelles,0.069138319685,0.089574798816,0.0706632499083,0.122760967438,0.00159323745061,0.111087497357,0.0794358297862,0.0131516559241,0.0495848951532,0.0170952929101,0.0133955627034,0.00954746436742,0.00586436394481,0.0325591097497,0.0654443636118,0.0210116228559,0.00299456373024,0.00183306182821,0.0894413397476,0.0109466614291,0.0660956455652,0.0275136345927,0.0675403157464,0.0610749047283,0.00747146860518,0.0421989381646,,0.00977027701053,0.00635229881783,0.0711712508324,0.405319664967
Tanzania,0.137294316549,0.0749813376794,0.0529005564467,0.00337064922561,0.00166614593679,0.0656887629918,0.000594605964284,0.0,0.0,0.0257265599354,0.00493342274186,0.0137375139842,0.0308273740163,0.00669483533941,0.0237653579126,0.00049561852528,0.00219121379543,0.0150836950226,0.0,0.00597063257459,0.0141019190272,0.0559257664212,0.00493970288101,0.084485547105,0.0401355026996,0.00255729626678,0.00868329487943,,0.07998482423,0.0310465665793,0.0325722460967
Tonga,0.0670242162151,0.0263454002549,0.043154749547,0.11955039498,0.00305784452518,0.018960824125,0.0059018101634,0.017747338365,0.0471637020915,0.0954319475109,0.0186907585645,0.210968218644,0.13492978547,0.0292668856461,0.0260445693714,0.0180866189341,0.157664373706,0.268303282658,0.380214843399,0.0241090099771,0.261765484414,0.0458656202092,0.0247634571086,0.00323866724509,0.121882304538,0.0263258093923,0.0828332904265,0.0541301808196,,0.163388175974,0.230297486023
Trinidad_and_Tobago,0.00945809570257,0.0452012982983,0.0331711641973,0.0111269900764,0.0068441248744,0.0502960487241,0.0292124370121,0.211117957537,0.325056443614,0.219262953912,0.029669990968,0.315206807999,0.0695614602132,0.014217692427,0.0102918965092,0.328571497078,0.23709645831,0.00874226595769,0.218114007154,0.00269862192657,0.42950315909,0.0150177587829,0.00287935118921,0.0373047952928,0.123321914245,0.0441003874443,0.00586356133571,0.129771066576,0.0455717115478,,0.0213279084332
USA,0.00940166837871,0.0697484347074,0.0429599564295,0.00324111060586,0.00583428109014,0.00998050245375,0.00421718668352,0.108635079685,0.0771908527812,0.14058713844,0.0407557360356,0.000323568304554,0.348385286805,0.00604463762182,0.000776584032191,0.0622713806541,0.0716229008539,0.00141258505114,0.014223839015,0.0,0.0299726786546,0.00752565400658,0.00043592738762,0.0143412846884,0.00185859486532,0.00409248582601,0.0728648891354,0.0108462576244,0.0134690859819,0.148892575726,
