,Angola,Australia,British_Virgin_Islands,Cameroon,Central_African_Republic,Comoros,Democratic_Republic_of_the_Congo,Dominican_Republic,El_Salvador,French_Polynesia,Gabon,Haiti,Honduras,Mauritius,Mayotte,Mexico,Micronesia,New_Caledonia,Nicaragua,Nigeria,Panama,Papua_New_Guinea,Puerto_Rico,Reunion,Saint_Lucia,Senegal,Seychelles,Tanzania,Tonga,Trinidad_and_Tobago,USA
Angola,,0.551469965974,0.653922914805,0.98644003786,19.6793461807,2.63477258523,2.68144369267,0.726049790775,0.54126232503,0.623114952706,1.67359600479,0.767417746561,1.21926164532,1.67359600479,1.09183609023,0.29830896706,0.449699581744,1.06014206836,1.5424424009,0.551469965974,0.58213386963,0.736381347318,0.168316224932,6.63727365424,2.22065493002,1.43397458199,1.90575848365,2.7399706321,0.138476150136,0.258192041068,2.19795633598
Australia,4.28732104671,,1.4123704762,0.108695047818,0.138476150136,0.449699581744,1.92804682302,0.449699581744,0.592368853983,1.10241514278,1.29407671788,0.228173994013,0.840080337586,0.37886279452,0.148416280592,0.248179403268,0.98644003786,5.07674515058,1.49896556873,1.08126423186,0.449699581744,61.869341107,0.348604963664,2.57662081781,1.50982353664,0.623114952706,1.40157955561,5.93160291286,0.258192041068,2.82226140029,1.72856579884
British_Virgin_Islands,1.62975711851,1.72856579884,,1.36925123142,0.480159433991,0.571905731421,1.5424424009,0.664206015204,3.95616565034,5.33436329599,1.00746204559,2.44941356852,0.459846099226,3.98141186958,6.30262024929,2.86947069289,2.58823458612,6.54937935733,0.695096752666,0.168316224932,2.20930163396,0.98644003786,1.90575848365,1.00746204559,2.95241456088,1.46643651719,2.5418291267,3.37349323338,9.46891087857,1.59695750933,2.96429786915
Cameroon,0.138476150136,0.0690783446021,2.08494139865,,0.429426812793,0.338532409947,3.15560318444,2.33462965318,0.0394341667423,-5.99999988e-07,15.7507493553,0.248179403268,0.892192672332,0.602610691355,0.178276051811,0.228173994013,-5.99999988e-07,0.808897243851,0.0591904532039,4.87600071524,0.399068223306,0.198215447546,0.923544694019,0.510680287276,1.06014206836,4.28732104671,2.10748087228,0.829678961632,2.33462965318,0.510680287276,0.612859388631
Central_African_Republic,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,,-5.99999988e-07,-5.99999988e-07,0.0690783446021,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,1.10241514278,-5.99999988e-07,0.510680287276,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07,0.934009514342,-5.99999988e-07,-5.99999988e-07,1.02851259644,0.736381347318,0.449699581744,0.0493090627203,2.75170118384,-5.99999988e-07,-5.99999988e-07,-5.99999988e-07
Comoros,0.829678961632,0.348604963664,1.1766705662,0.288269766147,2.42639163673,,0.996947477466,0.54126232503,0.840080337586,1.5424424009,3.31268147592,1.07069956035,1.27266441815,1.5424424009,7.11327557382,0.612859388631,2.15265495625,0.429426812793,0.218181209423,1.46643651719,0.54126232503,1.86127502906,1.27266441815,1.53156194497,0.409181020248,2.20930163396,15.8655279503,6.78470734742,2.09620717839,0.623114952706,2.51867592256
Democratic_Republic_of_the_Congo,0.168316224932,-5.99999988e-07,4.84940826393,0.29830896706,-5.99999988e-07,1.70655500097,,0.148416280592,0.788143524342,0.128542572171,0.248179403268,0.168316224932,2.66976340568,8.11926508633,0.0493090627203,-5.99999988e-07,1.89462597918,0.975939719528,3.95616565034,-5.99999988e-07,0.0197038327091,-5.99999988e-07,0.248179403268,8.5046325415,-5.99999988e-07,0.308354825268,0.551469965974,-5.99999988e-07,0.429426812793,-5.99999988e-07,0.954960417746
Dominican_Republic,1.45560842502,7.49384647872,2.13005203585,5.27981391357,0.0493090627203,0.623114952706,2.75170118384,,1.61881635183,2.46093679753,4.40346176268,2.81048025863,2.57662081781,0.138476150136,0.788143524342,0.819284599418,1.91689876222,3.55726797174,1.82799375362,1.65166138198,2.49555564156,1.40157955561,1.38001994085,3.705751455,0.148416280592,1.14480344192,1.36925123142,1.02851259644,4.13368107539,1.14480344192,1.18730743755
El_Salvador,5.22543269879,1.14480344192,5.32071014202,0.208195029449,0.623114952706,0.429426812793,2.98809021642,6.59327372698,,2.23201623264,2.23201623264,0.954960417746,10.8262606128,0.944481419852,0.490326264816,2.71653471949,0.996947477466,1.31551835959,2.65809146474,0.348604963664,6.07340086886,0.208195029449,12.1244227802,1.04959174859,6.14472036273,0.178276051811,1.07069956035,0.965446515232,5.4439696937,8.48842006506,2.09620717839
French_Polynesia,2.75170118384,0.808897243851,0.459846099226,3.59426606129,1.98390414657,7.35594512608,3.26419140207,0.0987810885019,1.08126423186,,3.84302033973,1.47727206673,1.99509907253,0.158362970026,0.138476150136,0.996947477466,0.248179403268,1.98390414657,3.13156867741,-5.99999988e-07,0.612859388631,0.623114952706,1.5424424009,1.03904859371,1.48811508133,1.95036632399,2.11876248864,1.18730743755,3.08360404773,1.27266441815,3.53264781971
Gabon,1.11300139686,1.29407671788,1.53156194497,32.226001503,3.2399992634,1.81691544068,3.31268147592,1.57512886902,0.358684207885,0.308354825268,,1.4123704762,0.965446515232,1.57512886902,1.06014206836,0.612859388631,4.63811970032,0.480159433991,0.571905731421,0.746719854119,0.923544694019,0.829678961632,0.551469965974,1.92804682302,1.47727206673,0.368770149278,0.736381347318,0.308354825268,0.965446515232,0.902636280187,1.2619692527
Haiti,0.871326618947,0.788143524342,3.8806515698,1.98390414657,0.653922914805,3.79297520912,2.25476289146,1.1766705662,3.07163458199,2.02873092087,2.15265495625,,1.10241514278,1.67359600479,1.99509907253,1.33698940361,2.05119146101,1.20860296966,8.40756204178,0.318407347395,5.83300580805,2.00630183807,3.6933276619,0.705407500441,6.37484989388,2.53024840484,0.829678961632,1.55333036836,1.68457472067,4.12093987334,3.54495337826
Honduras,3.56959161009,0.892192672332,13.4045571486,1.65166138198,0.934009514342,0.602610691355,3.53264781971,8.79881054143,2.8931263028,0.238173389774,3.39788014787,1.73958266173,,0.767417746561,0.871326618947,0.726049790775,3.09558218072,1.42316881577,1.62975711851,0.178276051811,2.66976340568,1.38001994085,3.13156867741,2.69313233465,4.61188863716,0.409181020248,0.68479292718,2.27754167832,4.53343328127,3.5080637676,2.90496688077
Mauritius,1.72856579884,0.54126232503,0.0987810885019,0.439559821849,0.819284599418,6.8737385046,1.10241514278,1.08126423186,0.653922914805,0.788143524342,0.551469965974,1.75060717788,1.73958266173,,32.3108358574,0.37886279452,0.561684432488,0.388962150298,-5.99999988e-07,-5.99999988e-07,0.643646708876,0.0888736558209,0.520867492507,3.80547261091,0.561684432488,0.871326618947,5.84705796686,3.33697956544,0.459846099226,1.2619692527,0.520867492507
Mayotte,1.46643651719,4.08277327479,0.348604963664,0.819284599418,0.278237215914,1.04959174859,2.85765564258,1.34773597039,0.29830896706,0.510680287276,0.592368853983,0.767417746561,1.02851259644,16.05037642,,6.05917073079,2.25476289146,3.39788014787,0.68479292718,0.368770149278,2.03995725464,0.79851688785,0.664206015204,2.83405100542,0.188242457176,1.20860296966,0.777777146263,8.31097974238,0.653922914805,1.36925123142,1.0179837495
Mexico,0.0789727433325,3.03577809425,0.592368853983,0.571905731421,0.148416280592,0.469999381053,0.118615540221,1.98390414657,5.67915606,2.53024840484,0.0888736558209,2.78694332926,4.52039195481,0.0197038327091,5.36170129403,,4.32594739323,2.58823458612,7.38650213565,0.148416280592,2.33462965318,0.788143524342,5.74892366893,-5.99999988e-07,8.53709850403,2.35752142589,-5.99999988e-07,0.705407500441,0.54126232503,8.5046325415,2.28894314105
Micronesia,0.128542572171,3.99404906225,5.9598732528,2.34607148932,2.01751245144,0.808897243851,0.0295657588693,0.819284599418,12.4176322112,9.79538422937,0.551469965974,1.47727206673,1.27266441815,0.551469965974,1.70655500097,5.70703040001,,0.996947477466,4.35174667666,1.36925123142,2.65809146474,-5.99999988e-07,4.09548598367,0.318407347395,0.58213386963,1.08126423186,4.10820817964,0.118615540221,9.79538422937,0.602610691355,1.77267920187
