,Angola,Australia,British_Virgin_Islands,Cameroon,Central_African_Republic,Comoros,Democratic_Republic_of_the_Congo,Dominican_Republic,El_Salvador,French_Polynesia,Gabon,Haiti,Honduras,Mauritius,Mayotte,Mexico,Micronesia,New_Caledonia,Nicaragua,Nigeria,Panama,Papua_New_Guinea,Puerto_Rico,Reunion,Saint_Lucia,Senegal,Seychelles,Tanzania,Tonga,Trinidad_and_Tobago,USA
Haiti,0.0100803573944,0.0092490676106,0.0176134997939,0.287133502618,0.0188815704583,0.191899644929,0.0032869188008,0.0515029433586,0.0702717178744,0.0618007095901,0.0262725757736,,0.0175739619247,0.0183073533407,0.00703110028001,0.00716552434551,0.0308876311234,0.0162106310429,0.0306989964153,0.0600206019317,0.0740804274475,0.0183949853008,0.19593341389,0.0972738551498,0.0101215449375,0.00864547906717,0.0598242957246,0.0740301081349,0.0150564008135,0.00897156646965,0.0129695289415
Honduras,0.00676532041112,0.0577147014768,0.0215341039526,0.0305738991289,0.0551458405729,0.0257845176817,0.125862014425,0.00153762912759,0.140291702494,0.0068897810085,0.0143347233662,0.0309365599977,,0.0176923985614,0.124726806098,0.0335558458007,0.00497265042268,0.0729874423773,0.107714888507,0.149125256922,0.0130234611194,0.0153379720135,0.433061562297,0.00619735550925,0.0921034499345,0.0212672002021,0.0205484821884,0.0264085351431,0.0324727800533,0.0190484305069,0.0104425658876
Mauritius,0.00546991546494,0.0143721655556,0.0413271008055,0.02693671917,0.0258447250751,0.0697490999609,0.0327807104065,0.0249787885135,0.0210217970433,0.0133221858588,0.14568631893,0.116830118396,0.00460666823357,,0.0158465484813,0.0157939618494,0.0159287343997,0.0387462593703,0.0168407411645,0.00295359941367,0.0212663514258,0.00965774060735,0.00185202171753,0.0463377160611,0.0611456533323,0.00479819461643,0.00662761909934,0.0165839561161,0.00924434160143,0.0934023240814,0.0702664724783
Mayotte,0.0219990560565,0.641421258934,0.0349498684767,0.0314491870382,0.0113487913064,0.0392897480756,0.00869123868468,0.00337231342229,0.0864437408304,0.067486213986,0.0126997072069,0.0779541565098,0.00198906016907,0.000497265042268,,0.00771045282913,0.0240853598865,0.0569746457914,0.416877679903,0.0504745370833,0.0440194568441,0.0603537411079,0.0293705713503,0.265514138231,0.0580027359848,0.105870985073,0.101308980389,0.0846275092926,0.0379077946935,0.0448615224906,0.306266176564
Mexico,0.283909834049,0.0342238605314,0.0104364309699,0.0183601009977,0.0094601794554,0.0545063988907,0.00932128021416,0.0170862443121,0.0410902687406,0.00369619749191,0.0439233191482,0.173827656811,0.00546991546494,0.00397812033814,0.0445845997607,,0.0381711007823,0.0850580058268,0.170337237884,0.0287476057916,0.247041458724,0.218940582561,0.0319319805862,0.181998393325,0.0192000661313,0.0624551948218,0.00766040080008,0.0170830150939,0.273675407785,0.122784034637,0.0283946220948
Micronesia,0.0364860454871,0.0240355972418,0.131174838405,0.0125965462004,0.0104884018519,0.119477295873,0.00704060710182,0.0136408062242,0.011052176173,0.0235961747748,0.187279166388,0.0683935752939,0.00198906016907,0.00432624804546,0.0270667528506,0.0192285252253,,0.0249322673916,0.0116347511629,0.182949118729,0.0424775730725,0.0411762226976,0.100280553518,0.00822004069714,0.0483691107575,0.109757202172,0.044409776595,0.0396589555732,0.14143557023,0.0806147943407,0.0157481218084
New_Caledonia,0.0060474486399,0.0625283947971,0.0123387821617,0.00648752911815,0.00489124341056,0.0343600578199,0.0666769255689,0.0304231759769,0.0758804240713,0.00545951604087,0.0843898959008,0.17448747218,0.0160488610509,0.0378359177249,0.207973974057,0.0197534914519,0.000994530084535,,0.0525915295673,0.25763071123,0.00922656166425,0.0609460663634,0.0946773680157,0.0550535856286,0.0189380631246,0.159532921471,0.0873787166374,0.317527341002,0.025681183993,0.101168515149,0.00459103291621
Nicaragua,0.0455694364157,0.016302489612,0.0603088547298,0.00377895368841,0.279639817146,0.0292117563725,0.0319564311164,0.0529367395971,0.02302294006,0.0441139486103,0.0307000373885,0.136603057265,0.00447538538041,0.0176414764024,0.0784972029274,0.00113303132998,0.00248632521134,0.00345562402059,,0.0197506288255,0.0880281162998,0.218646445858,0.0266864630507,0.0699810525817,0.0059226580997,0.00623631934205,0.0126305495587,0.118822142632,0.0208016142785,0.0141580711193,0.00662945873264
Nigeria,0.253434034231,0.00462526775563,0.00799728497017,0.00328847336911,0.0286894992412,0.188109114491,0.0127947755466,0.0678205706118,0.110340225833,0.00938332707259,0.0212760137923,0.119573616307,0.00397812033814,0.0445272901316,0.0661332630634,0.0137641637276,0.00302628788232,0.0148920002828,0.010568359204,,0.00439837887167,0.0154568781714,0.00753926632116,0.0142070517718,0.634547269473,0.129758339184,0.0621236510851,0.0178341256171,0.0357157322449,0.0305410472472,0.0138756891317
Panama,0.0555855986618,0.0313985735014,0.0279902519125,1.21089635919,0.215381531756,0.0141216127189,0.0161307330506,0.0340327940147,0.0566178206011,0.155179295642,0.0313530377322,0.30242662408,0.00546991546494,0.0205754667478,0.102693284562,0.00810109337553,0.00208842067106,0.014841058911,0.0147577566196,0.0496772852477,,0.00424022473556,0.00743564570601,0.0124492676631,0.210822811244,0.00953906825643,0.0305730816746,0.0354019492874,0.00444181687063,0.00106224887208,0.0304341216688
Papua_New_Guinea,0.0451194663093,0.00609091399915,0.0280167501636,0.201511751152,0.0305949968009,0.183884162162,0.0288840957523,0.0700781509406,0.163840715904,0.0543675941037,0.136475352966,0.135980435949,0.000994530084535,0.0220870746415,0.0771880786073,0.00647403374697,0.0570523634294,0.0282770836755,0.0444559513152,0.0045894043274,0.126251304448,,0.125518462969,0.0193918407626,0.0400990901357,0.0598147210798,0.184266183418,0.152565710635,0.0517772529715,0.0128769243601,0.0209496456506
Puerto_Rico,0.0141044992565,0.029466211578,0.012958173823,0.0154619452012,0.202512306658,0.0531066464215,0.00819773699784,0.0259269469573,0.00748734581887,0.0161870593836,0.0535709478084,0.0159124813526,0.00397812033814,0.0417426961518,0.0349880419842,0.0587577186082,0.0218564968231,0.0155895826545,0.0106025052676,0.036373094446,0.0073248597182,0.0524849306761,,0.0873521590487,0.0504129604156,0.0224758447352,0.00612490613102,0.124399145887,0.0801009386675,0.0656574807552,0.0489526661693
Reunion,0.282293578308,0.0252743811193,0.0150341703436,0.00618372199004,0.00814301985201,0.207777853441,0.064506735055,0.0776089715645,0.00416579866956,0.010819087774,0.00572120427865,0.00497265042268,0.0101560771384,0.0380717837925,0.0971802508014,0.0996361222534,0.0854538338592,0.0248302339449,0.0161794629588,0.0537141300298,0.0666522052056,0.0339787640759,0.243998160521,,0.0134177767769,0.325788591517,0.0704698802622,0.0224498515833,0.0166176074422,0.0166605445545,0.0586017304156
Saint_Lucia,0.0117197476205,0.0152097313416,0.0169264469228,0.0143938116648,0.0294044081509,0.0494337103538,0.0410171481733,0.00248797522058,0.00586270264936,0.00537023442106,0.0329003574349,0.000994530084535,0.00644061002008,0.0167993943532,0.0355145673423,0.00677998349879,0.0560641040873,0.0297232300497,0.0431133565912,0.0117909395971,0.423368466154,0.0517812625702,0.0145449353174,0.119541178147,,0.0156407758454,0.192679287772,0.137335889343,0.0380221116642,0.00837852061634,0.122346633141
Senegal,0.0754683875011,0.0682330584678,0.0172017887498,0.0753686366613,0.0289420736268,0.0288172058207,0.0491929288094,0.533912595119,0.0410798726586,0.0522791704949,0.167166233203,0.00348085529587,0.00248632521134,0.0228150349993,0.0499363313701,0.0182132785476,0.0430180290557,0.0205868890789,0.0235904814668,0.0910528132355,0.0356919309027,0.0345658776471,0.0118924044836,0.00916166934261,0.00405608110792,,0.00508199898001,0.0401366478038,0.113396111159,0.0194210878318,0.0014917951268
Seychelles,0.0254742748301,0.0396204917198,0.0323275761477,0.0230432147053,0.0111705367874,0.0612337469144,0.0123679733445,0.034826916073,0.0279543694958,0.108723756926,0.021136406131,0.0389599628051,0.0014917951268,0.00952537223738,0.00950094300088,0.079772067959,0.0512558988466,0.0347475072737,0.0245752433016,0.00692647224187,0.0207927601439,0.0283456734022,0.122835636478,0.0143079096682,0.00575441756481,0.124773752972,,0.0334853004685,0.0222348517939,0.253808075751,0.221925836094
Tanzania,0.255852269913,0.0100487900759,0.374532565405,0.119515895723,0.168918386777,0.0660522346929,0.0149236875222,0.0437094478556,0.113260112771,0.210198523644,0.011020895456,0.00448045846601,0.00845350571855,0.0512659995416,0.0688909534206,0.0473426498771,0.0470406432792,0.0147866090157,0.0518085117067,0.0579129692204,0.178376432374,0.245919331605,0.0392827783808,0.0137356121009,0.00317808192606,0.0431730112458,0.167288503957,,0.010454460527,0.0114370959722,0.00447538538041
Tonga,0.136730139456,0.0147720387064,0.024305032826,0.00267556559414,0.0388666851521,0.0497919410251,0.0140004564283,0.00560514563101,0.00864369110158,0.0342680455234,0.123553119438,0.0532546777297,0.000497265042268,0.267118030553,0.111771350768,0.0483088144016,0.0119390845745,1.54339947599,0.0207083096876,0.12766306622,0.184419879073,0.0317079243497,0.016420654808,0.0323856687089,0.00618320875828,0.00639484077645,0.0100673678803,0.00522642870874,,0.0663085285227,0.00252666831214
Trinidad_and_Tobago,0.147928863969,0.0104983056174,0.00694846260444,0.00619068284328,0.0293195957675,0.0669749302379,0.048024436722,0.563543045333,0.0320605052822,0.0167019620727,0.0500477035666,0.00468757013973,0.00596718050721,0.0422107986138,0.0205079713406,0.0239411190502,0.000994530084535,0.0282587037076,0.0316169227773,0.0145660502829,0.0534070365188,0.537981942261,0.00322023331673,0.0617882473072,0.00877888845095,0.205965138713,0.580002042686,0.00128529305831,0.00263074840594,,0.00358735293818
USA,0.0127364261386,0.0518071306302,0.204764252077,0.0200337178036,0.00549739429897,0.395366928655,0.0452446590696,0.00862386431352,0.0338179864198,0.00623941438835,0.0104339864066,0.0112828001988,0.0134261561412,0.140464644983,0.104764265768,0.0415855076566,0.00716248500265,0.0594186134949,0.039252465775,0.0151372761963,0.0426865816768,0.0244034462751,0.178049865679,0.0712742885574,0.0271033442862,0.00478438359706,0.00748182961457,0.00531405918285,0.013585975878,0.0298684649831,
